TRANS_ID;CUST_ID;TRANS_AMT;TRANS_DATE
200014;32040;7829.865;2002-10-03
200015;29849;2072.88;2009-07-06
200016;95086;774.691;2005-12-25
200017;31425;9558.695;2012-10-13
200018;83487;5829.83;2006-11-19
200019;46079;8944.172;2001-06-29
200020;72168;890.228;2005-09-12
200021;56477;6279.305;2009-01-14
200022;93701;6696.398;2013-04-30
200023;67880;5142.203;2007-03-07
200024;37326;8096.374;2008-04-03
200025;44379;185.244;2012-08-14
200026;30501;3790.625;2004-03-03
200027;73828;9227.148;2011-09-01
200028;17121;5844.673;2013-08-28
200029;50462;1359.461;2013-08-03
200030;67900;2885.598;2014-01-06
200031;94949;1222.03;2009-07-14
200032;56856;5901.222;2001-08-22
200033;43811;5050.656;2003-04-26
200034;53650;1644.242;2013-12-07
200035;65758;2541.772;2007-05-26
200036;11259;8436.001;2009-01-24
200037;95384;4054.555;2005-01-24
200038;82854;2757.508;2008-08-15
200039;77288;6707.633;2012-10-01
200040;74631;3179.794;2001-07-06
200041;79416;4415.572;2005-06-19
200042;40034;197.658;2007-08-01
200043;94539;7153.665;2002-01-19
200044;43008;1602.839;2013-07-04
200045;96447;4119.265;2007-07-21
200046;24567;7256.089;2008-09-11
200047;45687;7277.405;2013-12-29
200048;37510;5609.635;2011-12-07
200049;30861;2001.23;2001-11-16
200050;47408;1811.647;2011-03-21
200051;14139;9301.994;2003-12-27
200052;82190;4399.104;2009-06-16
200053;60710;6515.947;2003-04-19
200054;86484;8081.459;2008-05-03
200055;96743;4003.707;2010-04-09
200056;92792;3958.01;2011-03-15
200057;26909;1880.51;2012-02-09
200058;37846;7022.793;2006-06-21
200059;17343;5871.587;2003-06-15
200060;70242;7435.4;2011-01-02
200061;89293;2703.118;2006-11-05
200062;68434;7549.472;2002-01-15
200063;83935;2541.6;2009-08-16
200064;14338;9329.325;2004-01-10
200065;54403;9923.079;2008-07-06
200066;61059;1880.913;2006-12-26
200067;42131;2125.741;2009-03-26
200068;16503;6382.844;2009-05-07
200069;99804;1426.09;2010-08-03
200070;86715;3114.269;2010-06-18
200071;61000;1304.025;2009-09-27
200072;85010;3375.035;2012-07-27
200073;90843;8340.605;2010-04-21
200074;99330;5946.283;2010-05-13
200075;31546;331.657;2012-06-02
200076;11363;8237.527;2004-12-12
200077;36086;8243.136;2005-06-06
200078;44300;7358.539;2006-02-23
200079;87742;4840.739;2011-02-18
200080;62971;8809.362;2004-04-28
200081;93684;4193.343;2005-11-04
200082;42081;3005.032;2010-12-03
200083;38812;8250.478;2009-07-17
200084;44021;404.222;2001-05-30
200085;28152;498.51;2004-08-02
200086;37678;5096.684;2003-01-27
200087;53131;4351.563;2006-07-03
200088;74237;4647.632;2011-03-06
200089;33093;3632.24;2013-03-30
200090;97272;9722.462;2005-12-23
200091;94330;1066.163;2006-04-07
200092;60349;4603.834;2001-06-01
200093;20732;7827.833;2004-04-27
200094;84109;6058.857;2006-12-31
200095;37308;4008.005;2007-01-29
200096;62522;890.834;2010-01-28
200097;48947;8151.438;2010-08-31
200098;36369;5893.182;2014-01-01
200099;38802;6074.48;2011-10-22
200100;53578;6024.941;2002-01-23
200101;13924;6145.65;2008-06-03
200102;24097;8507.179;2012-03-17
200103;42352;6729.02;2005-07-24
200104;54616;2110.502;2008-05-18
200105;93940;5011.326;2010-07-12
200106;14548;3916.195;2004-05-20
200107;34719;5107.468;2009-04-03
200108;60889;2462.676;2010-12-12
200109;65236;7276.459;2011-03-05
200110;36890;5774.689;2001-12-13
200111;71785;719.407;2010-11-24
200112;37147;3133.378;2006-03-22
200113;21890;4333.966;2001-08-24
200114;14084;2258.721;2013-10-13
200115;73485;7557.628;2013-07-05
200116;61832;4872.562;2011-09-23
200117;27877;3567.369;2006-08-11
200118;31412;2412.477;2009-12-07
200119;45941;2163.828;2011-07-07
200120;93920;6381.55;2008-05-30
200121;86338;8388.684;2009-11-03
200122;54162;1798.717;2012-12-10
200123;28084;4188.624;2003-07-16
200124;71793;1117.175;2005-02-05
200125;16667;4034.691;2008-10-10
200126;53771;3233.883;2011-10-02
200127;36222;9697.768;2002-12-25
200128;33183;4802.784;2003-09-18
200129;98003;3146.491;2009-10-29
200130;37926;6626.072;2002-02-22
200131;62005;6853.824;2013-12-21
200132;53758;9472.913;2007-12-01
200133;12808;4345.091;2009-10-31
200134;37008;8440.01;2006-01-02
200135;90162;4008.817;2006-02-04
200136;39351;8448.658;2013-11-05
200137;25989;3509.641;2009-07-25
200138;86935;1662.595;2002-03-02
200139;53258;4122.706;2008-12-27
200140;28796;118.678;2012-02-14
200141;43453;8655.54;2006-12-20
200142;20005;4800.187;2007-02-03
200143;66839;5657.598;2009-08-26
200144;24518;4604.767;2013-06-28
200145;49984;2632.942;2005-03-09
200146;23106;9720.249;2009-01-18
200147;46141;8271.603;2003-06-04
200148;17213;2483.938;2007-06-12
200149;50959;6560.089;2004-01-16
200150;90299;7114.279;2003-07-13
200151;26816;2338.008;2012-06-30
200152;65503;6623.008;2011-01-04
200153;96051;1712.281;2010-08-06
200154;20289;1147.767;2001-10-14
200155;44205;2894.017;2010-03-03
200156;96808;9176.522;2002-12-07
200157;20517;227.415;2013-07-06
200158;36254;5279.632;2008-05-23
200159;12038;7674.584;2004-11-23
200160;15769;4034.731;2007-12-26
200161;23318;1191.971;2008-02-08
200162;50575;8935.093;2010-12-29
200163;70454;1934.701;2003-05-02
200164;26199;9491.168;2006-07-29
200165;86725;7802.445;2002-11-13
200166;37874;5477.432;2006-07-25
200167;26446;9459.521;2001-10-08
200168;29942;9086.169;2006-09-30
200169;80277;2208.712;2005-05-24
200170;77672;9447.34;2012-12-04
200171;34800;8631.35;2008-02-28
200172;65907;5216.892;2008-10-23
200173;65861;9359.174;2011-09-05
200174;97238;1552.701;2004-06-04
200175;93278;1062.099;2013-11-18
200176;50545;5295.638;2001-07-04
200177;39081;5544.826;2002-04-09
200178;62289;5190.279;2011-07-09
200179;31979;744.369;2007-10-17
200180;20429;3371.529;2007-08-07
200181;32324;9740.156;2010-03-30
200182;41711;3911.409;2003-06-02
200183;99101;6399.681;2007-03-06
200184;56739;8387.995;2010-07-31
200185;77119;3476.645;2012-10-08
200186;98912;2071.725;2010-12-09
200187;57375;175.866;2006-04-12
200188;23757;1536.611;2005-07-04
200189;79174;9531.08;2006-01-22
200190;28049;4525.719;2004-11-17
200191;94052;9185.482;2004-07-17
200192;57900;7628.655;2011-06-17
200193;97526;4082.474;2007-03-01
201537;69951;1789.367;2006-03-02
201538;49798;5931.274;2010-05-23
201539;42897;7505.993;2011-08-16
201540;89724;322.67;2011-06-22
201541;38158;3216.564;2008-08-03
201542;41423;7096.147;2004-08-13
201543;80383;6757.361;2011-07-18
201544;41758;4689.814;2010-10-15
201545;86042;2223.1;2005-06-08
201546;18308;9199.708;2008-09-10
201547;29322;2791.193;2003-12-29
201548;39663;2942.9;2003-01-26
201549;25239;3534.994;2013-12-20
201550;74403;1227.049;2002-09-15
201551;61886;4731.79;2012-07-18
201552;87738;8559.726;2011-03-14
201553;89698;5965.744;2007-04-22
201554;25121;9171.302;2006-05-01
201555;50343;8403.681;2005-07-09
201556;87490;2907.937;2007-03-20
201557;23849;157.297;2007-08-03
201558;13785;7133.515;2009-04-05
201559;15925;9213.637;2001-11-03
201560;44192;3947.623;2004-06-07
201561;72824;7030.187;2009-09-25
201562;87052;5347.487;2001-10-26
201563;37805;5781.536;2007-10-23
201564;17540;7999.874;2010-09-29
201565;74987;6430.103;2012-03-29
201566;88108;8563.585;2008-12-29
201567;92752;5156.923;2002-07-11
201568;71547;6924.206;2008-11-01
201569;33329;1707.395;2003-02-11
201570;76282;4528.32;2002-09-20
201571;49778;1414.757;2013-07-07
201572;80441;2052.197;2008-04-19
201573;82425;7338.915;2012-05-25
201574;91105;4713.932;2007-12-05
201575;47569;7639.153;2007-01-01
201576;14198;6880.954;2011-10-09
201577;98903;9658.204;2008-02-23
201578;65234;9041.675;2012-05-06
201579;82498;8017.562;2009-11-23
201580;38866;9667.571;2012-04-29
201581;44669;617.351;2004-02-20
201582;80148;4200.08;2007-12-20
201583;88854;782.936;2006-02-01
201584;75216;2888.29;2001-08-02
201585;58971;4194.077;2006-04-28
201586;56874;4967.314;2011-03-04
201587;52131;4436.527;2009-09-02
201588;66506;147.245;2011-03-16
201589;34102;2825.06;2012-02-28
201590;92060;8592.604;2008-04-26
201591;94598;9086.335;2011-12-30
201592;30605;4935.745;2013-08-23
201593;98142;8692.36;2009-02-07
201594;36975;5979.801;2006-05-05
201595;10013;1568.052;2012-05-20
201596;50917;6469.406;2009-02-19
201597;96099;3978.725;2003-02-15
201598;55326;8762.472;2002-06-20
201599;72793;5379.862;2002-11-07
201600;32854;8113.961;2008-01-16
201601;24902;4860.716;2009-11-27
201602;95520;4268.674;2007-03-27
201603;83453;4154.187;2005-07-14
201604;40302;440.598;2007-01-26
201605;92748;5066.562;2010-05-06
201606;11677;3869.796;2011-12-01
201607;38048;689.255;2009-09-21
201608;49436;454.861;2010-05-15
201609;15072;7673.429;2002-07-26
201610;26921;4485.857;2002-04-21
201611;17772;6508.435;2014-02-07
201612;51567;3473.005;2012-07-04
201613;43467;7120.915;2003-05-24
201614;12555;6653.083;2003-12-14
201615;70806;638.975;2013-12-05
201616;76944;5911.432;2009-01-22
201617;51309;8747.22;2004-02-06
201618;34881;1511.779;2004-04-26
201619;87079;4489.249;2012-02-20
201620;95810;913.135;2009-11-22
201621;27143;5810.488;2001-12-12
201622;76446;6578.787;2013-05-04
201623;33478;4662.793;2003-01-02
201624;31768;2900.28;2013-02-14
201625;20564;6242.926;2006-11-04
201626;22238;5438.742;2009-10-23
201627;47033;7618.112;2007-09-03
201628;11508;8560.644;2003-01-13
201629;62945;3423.509;2001-09-04
201630;53875;900.091;2002-12-22
201631;94059;7483.084;2002-07-18
201632;45183;4767.837;2004-04-13
201633;79905;3864.28;2002-01-22
201634;59874;5664.141;2008-08-12
201635;72350;4403.265;2004-01-11
201636;75428;4518.256;2010-07-28
201637;33515;2398.983;2010-07-15
201638;42627;2085.4;2004-06-16
201639;29040;4501.249;2012-01-05
201640;16580;8494.868;2012-05-18
201641;79197;1917.575;2011-08-21
201642;42701;9713.438;2004-05-25
201643;71253;950.051;2012-10-11
201644;17031;1839.769;2013-11-13
201645;86897;2988.745;2008-02-21
201646;11133;5485.903;2013-02-19
201647;73209;8437.343;2008-09-01
201648;30862;1557.277;2010-03-18
201649;90797;6274.289;2010-01-24
201650;67140;3418.284;2004-02-01
201651;75989;6059.088;2008-05-19
201652;43196;1999.434;2011-10-21
201653;72603;7904.123;2012-06-20
201654;38612;2025.102;2002-09-29
201655;14864;1087.477;2006-11-09
201656;96667;9871.223;2009-12-16
201657;12464;5173.231;2002-01-06
201658;11076;9178.97;2004-08-12
201659;66360;3431.665;2004-09-08
201660;21176;8550.997;2003-02-20
201661;36211;8447.474;2012-08-12
201662;77774;4734.359;2014-02-17
201663;80073;5581.99;2007-06-08
201664;37586;5453.092;2012-08-17
201665;76984;2672.047;2009-11-25
201666;41010;3000.429;2007-07-18
201667;30755;7578.032;2005-01-02
201668;36150;8188.81;2011-01-21
201669;79613;1791.237;2014-01-05
201670;86820;9220.706;2010-02-18
201671;74781;9197.524;2013-08-06
201672;61160;8788.172;2004-03-05
201673;82121;3979.794;2009-12-26
201674;69532;5116.782;2008-01-13
201675;31885;1591.345;2009-05-09
201676;11556;9229.105;2009-05-18
201677;69645;405.375;2006-03-01
201678;85497;4592.718;2013-10-04
201679;83784;2794.03;2008-12-06
201680;68986;2331.962;2004-01-13
201681;59341;1485.48;2005-11-22
201682;40750;5056.21;2005-12-04
201683;96676;461.244;2003-11-14
201684;92932;565.816;2006-09-27
201685;91123;2767.782;2007-08-11
201686;34541;6187.81;2005-07-31
201687;94644;6121.356;2009-03-11
201688;48565;2105.049;2003-03-22
201689;70139;6604.846;2010-06-24
201690;26525;8912.294;2003-08-16
201691;85429;9862.487;2010-02-17
201692;47465;4068.4;2003-06-05
201693;41996;5516.045;2004-04-19
201694;91043;2883.672;2011-02-22
201695;60610;4883.307;2012-07-06
201696;26025;4760.144;2007-11-20
201697;41164;7544.633;2001-12-08
201698;63174;3388.781;2014-01-16
201699;14108;8340.247;2006-03-18
201700;22129;3976.083;2007-07-09
201701;59778;1480.175;2006-04-04
201702;12472;5987.465;2007-07-29
201703;20026;9400.076;2009-12-14
201704;69740;6366.394;2002-09-02
201705;93178;6142.444;2004-12-22
201706;83710;8935.527;2001-12-30
201707;62356;5511.691;2008-09-06
201708;95796;3929.631;2001-08-18
201709;60245;3825.51;2012-01-31
201710;92737;9065.043;2012-06-01
201711;97285;8110.75;2003-03-01
201712;54295;5763.123;2011-04-20
201713;22318;7537.561;2012-12-08
201714;90291;2000.176;2007-06-26
201715;14531;8530.161;2012-09-24
201716;69580;8765.351;2008-12-30
201717;48501;7943.653;2004-11-02
201718;72239;5108.468;2004-09-24
201719;34070;9007.457;2007-08-17
201720;10259;9249.808;2006-01-10
201721;40913;9078.568;2014-02-26
201722;70547;8733.25;2002-04-08
201723;71425;9496.531;2012-02-27
201724;30520;9478.17;2003-03-24
201725;80827;7424.636;2006-12-01
201726;68785;9581.354;2008-02-02
201727;30386;1876.512;2013-09-12
201728;88780;8527.419;2007-02-14
201729;24021;824.048;2009-04-08
201730;63054;6829.084;2005-03-05
201731;47773;2197.661;2005-09-19
201732;62477;7172.526;2005-05-01
201733;57469;8360.015;2009-03-20
201734;98248;9242.627;2002-05-12
201735;42953;1494.822;2009-05-11
201736;12428;1733.929;2012-02-05
201737;21808;5228.558;2002-09-10
201738;47012;4315.13;2009-02-26
201739;98671;3368.341;2003-09-24
201740;55293;8486.105;2012-06-11
201741;76707;7418.302;2002-06-12
201742;30361;5232.497;2013-06-26
201743;21604;3443.536;2006-08-05
201744;61798;9372.496;2008-10-16
201745;77931;5301.693;2010-06-07
201746;89045;1055.134;2006-09-28
201747;77524;5064.123;2001-08-14
201748;18865;6002.208;2006-06-19
201749;19127;45.979;2010-03-05
201750;12117;8578.905;2009-09-14
201751;13280;3751.795;2011-05-07
201752;25018;5055.839;2007-06-05
201753;12382;9568.714;2011-11-19
201754;12834;1206.729;2012-12-31
201755;12078;9419.567;2009-10-16
201756;14653;9517.304;2010-02-25
201757;99969;101.796;2008-04-12
201758;97788;8335.568;2012-11-28
201759;75920;1441.164;2013-11-11
201760;63111;5381.484;2002-11-16
201761;79343;5681.707;2001-06-22
201762;34574;836.499;2002-05-28
201763;74108;6332.409;2003-03-29
201764;80101;9110.919;2007-12-21
201765;81382;4928.524;2005-03-19
201766;95342;9312.013;2002-06-26
201767;61198;829.297;2006-11-22
201768;11145;9263.728;2012-03-02
201769;18099;1264.466;2001-08-16
201770;76317;1379.648;2001-04-17
201771;55069;1584.02;2011-03-08
201772;82000;8840.408;2012-09-25
201773;62930;2077.255;2003-07-26
201774;25718;225.954;2012-06-08
201775;35704;7898.594;2003-01-31
201776;57496;5417.808;2003-06-21
201777;24927;69.763;2012-02-12
201778;67689;1394.448;2013-10-18
201779;72556;9158.348;2014-01-13
201780;38631;4829.266;2005-04-21
201781;42680;226.499;2013-07-31
201782;81914;6714.362;2011-01-13
201783;47190;6654.097;2006-08-26
201784;16209;2728.134;2012-12-19
201785;69801;2954.143;2012-10-24
201786;10613;8536.732;2003-03-11
201787;52514;7375.892;2006-12-04
201788;80457;8897.098;2005-11-27
201789;23535;688.879;2002-03-12
201790;16924;9190.027;2001-12-25
201791;96235;4324.905;2001-07-17
201792;56530;2505.254;2011-06-07
201793;84986;3010.799;2012-08-03
201794;73025;384.035;2011-11-02
201795;47050;7291.921;2001-05-12
201796;75833;7757.562;2009-06-20
201797;88342;5204.832;2013-11-24
201798;94689;8952.663;2003-09-15
201799;38341;4923.464;2013-03-03
201800;68348;203.31;2002-10-11
201801;79095;1847.167;2007-12-07
201802;14001;5056.781;2003-08-02
201803;85755;843.84;2001-12-10
201804;47122;6302.607;2004-06-21
201805;42207;934.171;2003-12-09
201806;93144;7116.971;2009-11-11
201807;31824;9385.717;2006-05-18
201808;20623;5741.677;2003-06-08
201809;69650;2341.75;2011-03-28
201810;46810;5730.035;2002-02-17
201811;64467;8871.209;2007-07-10
201812;96968;6117.784;2008-02-03
201813;81988;4249.516;2006-07-12
201814;63365;5343.61;2011-09-17
201815;63272;5767.528;2013-01-11
201816;49524;5883.147;2003-06-23
201817;88646;8155.525;2010-06-30
201818;67599;2725.935;2010-08-14
201819;51997;2785.53;2013-05-09
201820;21109;4376.759;2006-03-29
201821;55588;548.544;2012-01-07
201822;17528;3496.929;2010-05-05
201823;52534;9364.14;2004-03-14
201824;65686;2112.025;2002-01-31
201825;93384;7639.486;2003-05-09
201826;22930;8730.911;2004-04-18
201827;51487;9224.564;2002-08-22
201828;48237;1204.427;2004-02-24
201829;32261;2716.747;2004-05-09
201830;94819;7306.597;2006-05-12
201831;77465;9196.086;2005-03-01
201832;51216;3073.684;2001-05-19
201833;15099;5367.718;2013-07-13
201834;97904;599.073;2003-06-25
201835;12370;410.545;2003-06-16
201836;93771;2382.676;2007-04-04
201837;47002;5234.779;2008-08-19
201838;76868;626.384;2003-03-13
201839;24758;1452.185;2007-11-11
201840;99496;3032.866;2010-11-22
201841;71266;1737.124;2012-08-02
201842;52600;6469.388;2005-03-31
201843;77315;3626.138;2008-08-30
201844;59395;1435.77;2010-01-09
201845;34444;667.581;2003-09-23
201846;43891;8118.452;2009-01-01
201847;42155;2919.695;2013-09-13
201848;29657;1421.103;2002-02-26
201849;25559;9144.84;2012-06-21
201850;35154;5495.375;2005-04-08
201851;62729;2927.857;2013-02-22
201852;64463;499.481;2002-11-19
201853;52879;9898.664;2014-03-04
201854;78415;6226.04;2004-09-06
201855;62497;5852.222;2008-10-09
201856;25169;5844.105;2012-11-22
201857;81837;7629.017;2009-01-21
201858;17667;6332.795;2006-11-02
201859;79867;9843.489;2005-06-21
201860;27207;4933.507;2009-08-10
201861;80824;4284.523;2005-05-25
201862;92779;3815.024;2005-06-09
201863;92881;1244.215;2006-06-22
201864;81709;6696.191;2007-03-10
201865;65532;709.995;2007-01-18
201866;17117;8951.833;2002-11-04
201867;90077;7128.94;2002-03-15
201868;76161;5132.877;2002-05-30
201869;36539;1307.004;2012-06-03
201870;75204;6735.312;2012-06-12
201871;80044;5712.22;2013-10-22
201872;66652;6785.875;2013-10-10
201873;14843;6739.021;2002-04-03
201874;40354;122.907;2012-03-22
201875;86903;8363.312;2011-05-21
201876;31348;114.318;2013-04-08
201877;69054;1389.527;2001-10-17
201878;45863;6391.313;2005-06-25
201879;77791;1612.019;2001-06-27
201880;47941;7749.36;2014-02-13
201881;66584;1260.703;2006-10-19
201882;24005;6833.256;2003-05-04
201883;26666;6614.654;2008-06-04
201884;45921;8892.789;2003-04-13
201885;47950;1549.022;2003-12-31
201886;21862;6433.211;2013-08-26
201887;25154;2192.923;2014-03-18
201888;14105;6728.835;2012-06-05
201889;88590;1680.294;2003-10-17
201890;53704;2992.425;2011-10-23
201891;50683;6696.665;2007-05-03
201892;57583;7898.084;2011-06-16
201893;87500;595.436;2012-10-27
201894;60852;6511.419;2003-03-20
201895;48199;2957.554;2002-02-13
201896;26090;1723.01;2004-02-04
201897;87038;9784.334;2004-09-26
201898;21645;6503.683;2006-06-02
201899;15114;1350.711;2004-04-24
201900;39515;5010.85;2006-01-13
201901;40118;180.854;2010-10-01
201902;66590;3859.728;2010-09-15
201903;22706;5489.483;2006-03-10
201904;86660;7198.233;2012-03-03
201905;53732;3040.906;2002-01-07
201906;81806;3871.316;2009-11-28
201907;41700;8241.993;2008-11-06
201908;73306;9309.273;2009-04-14
201909;96386;3608.137;2010-12-23
201910;13123;7849.294;2005-01-22
201911;78305;4533.523;2005-04-07
201912;91829;7554.395;2003-03-27
201913;71805;7629.475;2009-03-28
201914;39091;1760.467;2010-06-09
201915;44857;6252.923;2014-03-05
201916;85747;1997.737;2002-12-04
201917;97009;754.012;2006-10-24
201918;71665;988.725;2008-09-04
201919;38724;2462.371;2013-09-22
201920;36002;5255.146;2010-12-21
201921;52303;579.068;2002-06-23
201922;46847;8666.337;2005-07-02
201923;53388;4218.317;2005-07-21
201924;16208;3150.977;2013-09-16
201925;77819;6724.621;2001-05-07
201926;28388;2672.821;2005-07-08
201927;26676;5055.945;2003-02-09
201928;23315;80.405;2004-09-09
201929;89586;6416.731;2010-04-02
201930;32612;4738.801;2007-12-03
201931;14611;509.567;2001-04-01
201932;29733;4330.627;2014-01-29
201933;44679;1985.833;2005-08-16
201934;88234;6870.723;2005-06-11
201935;73621;7598.091;2010-04-04
201936;73368;3689.469;2003-10-28
201937;11274;4528.948;2006-02-05
201938;14370;3455.04;2003-05-25
201939;19651;342.64;2007-07-26
201940;27155;1790.171;2005-03-11
201941;28892;2840.596;2001-09-09
201942;40416;7285.074;2009-04-26
201943;23775;5089.279;2013-07-23
201944;92295;7123.576;2003-04-12
201945;92144;643.714;2005-10-13
201946;42125;7898.654;2006-12-24
201947;64036;6199.03;2002-03-26
201948;60612;266.84;2001-09-07
201949;31282;6586.423;2010-11-06
201950;32989;6317.121;2006-11-10
201951;68961;5141.214;2004-10-30
201952;37019;5193.768;2006-09-20
201953;68692;685.508;2007-10-18
201954;61801;3649.921;2011-12-31
201955;23171;1331.298;2007-04-27
201956;83966;7347.152;2005-08-21
201957;65086;5.291;2012-04-26
201958;49754;7115.436;2012-06-15
201959;64767;3969.237;2007-07-20
201960;53255;8171.411;2002-10-06
201961;13961;8219.936;2004-08-06
201962;96369;4454.494;2008-03-09
201963;75328;6514.597;2010-11-23
201964;90920;5658.972;2012-01-19
201965;31310;1954.751;2008-07-02
201966;51173;261.683;2013-09-18
201967;29140;3521.096;2005-07-01
201968;48919;9698.272;2008-04-18
201969;65462;1736.224;2005-05-04
201970;14763;4579.529;2011-09-18
201971;24716;356.581;2005-10-16
201972;53352;8451.305;2011-12-03
201973;56391;3007.607;2011-07-02
201974;97553;5540.569;2012-09-17
201975;17927;8692.758;2013-08-18
201976;37028;3443.085;2004-03-16
201977;49848;4215.736;2005-07-29
201978;77204;1329.679;2010-08-19
201979;84908;4018.581;2009-04-12
201980;33802;266.431;2009-05-22
201981;41115;1177.785;2002-08-13
201982;58734;9591.619;2007-04-24
201983;40696;1435.887;2006-07-18
201984;65872;2488.524;2010-05-01
201985;88688;4765.327;2009-12-19
201986;71968;7160.104;2002-07-17
201987;57342;1741.153;2005-10-17
201988;57266;7790.547;2006-12-09
201989;64182;9701.62;2004-05-16
201990;80570;7218.353;2009-08-31
201991;18345;250.766;2008-04-24
201992;55831;7540.307;2008-08-02
201993;13584;6354.498;2002-02-05
201994;55122;1040.581;2013-02-21
201995;48804;7572.024;2010-09-28
201996;51444;4868.925;2004-10-16
201997;12591;4623.921;2013-05-13
201998;97573;2324.383;2011-07-14
201999;37826;5889.506;2011-09-04
202000;37082;584.647;2014-02-09
202001;45229;7314.304;2001-11-24
202002;30604;6113.195;2013-08-29
202003;55942;7541.107;2006-03-05
202004;91844;4000.183;2010-05-11
202005;90350;6103.155;2005-01-23
202006;20143;2940.544;2004-09-30
202007;65571;6181.928;2009-11-16
202008;17417;3150.134;2002-11-09
202009;18330;8471.24;2005-03-15
202010;73219;5979.882;2009-09-06
202011;96857;4050.974;2009-12-31
202012;83459;9409.162;2005-05-30
202013;47037;7536.936;2008-08-06
202014;95768;6011.912;2002-06-13
202015;92802;4065.649;2005-02-07
202016;33664;6844.686;2006-04-08
202017;58614;1480.765;2001-10-16
202018;28510;1057.549;2013-08-22
202019;82371;5739.841;2010-06-08
202020;50347;2472.086;2007-08-20
202021;85859;3857.789;2008-01-14
202022;68823;9016.714;2004-01-29
202023;74081;9739.367;2010-11-08
202024;42504;2382.679;2002-04-16
202025;50869;5361.943;2008-03-28
202026;37166;7238.587;2002-11-15
202027;24365;8856.212;2006-05-04
202028;18488;8560.365;2004-06-28
202029;78669;2151.512;2011-07-23
202030;55565;8233.402;2008-07-31
202031;97979;8559.882;2010-03-16
202032;43498;2429.845;2008-05-10
202033;92302;1963.496;2005-11-20
202034;60974;669.685;2006-10-13
202035;48216;7443.425;2004-10-21
202036;78558;9589.807;2005-11-10
202037;96962;4778.362;2008-08-14
202038;29189;2164.522;2011-12-14
202039;85129;5178.928;2006-10-15
202040;64374;8897.5;2001-05-11
202041;11175;7971.144;2003-02-04
202042;87639;2204.886;2008-08-18
202043;49614;4289.036;2006-08-04
202044;47557;3687.558;2012-08-16
202045;72171;4348.006;2002-05-29
202046;53345;5063.414;2009-10-05
202047;89489;249.83;2002-11-08
202048;50151;6091.879;2003-06-24
202049;38043;7027.99;2008-08-24
202050;51697;3785.741;2010-02-06
202051;90494;5836.926;2006-04-17
202052;96603;3321.698;2005-06-10
202053;97073;9217.072;2009-08-07
202054;87730;4495.886;2012-01-06
202055;55973;1764.204;2010-08-26
202056;39147;3273.726;2010-05-24
202057;97764;5735.804;2009-09-09
202058;34663;537.416;2008-06-28
202059;96799;5206.126;2006-08-13
202060;75032;974.415;2010-01-04
202061;66537;1116.783;2003-11-22
202062;63583;3045.052;2009-04-07
202063;58570;6090.455;2012-03-26
202064;87554;7967.444;2009-03-13
202065;30250;237.282;2004-05-04
202066;65450;3801.716;2009-04-10
202067;64242;8551.853;2011-04-17
202068;78818;9777.59;2014-03-22
202069;13273;2437.956;2008-11-08
202070;72225;4101.53;2004-01-24
202071;85523;4821.254;2001-09-25
202072;19303;1782.283;2006-06-26
202073;87736;492.749;2005-12-31
202074;90034;9514.451;2008-11-02
202075;31463;5329.549;2007-03-15
202076;30907;977.366;2006-05-17
202077;57081;9615.739;2002-07-31
202078;43375;7802.821;2001-09-16
202079;87932;4111.157;2008-07-20
202080;55233;6671.402;2012-07-03
202081;23325;7801.56;2012-01-18
202082;88110;3691.618;2009-07-21
202083;39694;1717.905;2012-10-28
202084;76267;7136.507;2001-04-06
202085;91307;7569.544;2003-01-11
202086;51059;2972.697;2010-10-30
202087;34717;6752.852;2005-08-14
202088;33498;9797.361;2001-06-04
202089;70329;8428.338;2001-12-24
202090;93960;8648.334;2009-09-13
202091;50411;5039.56;2001-03-28
202092;20091;3176.034;2004-09-23
202093;49629;2262.248;2010-03-13
202094;84476;2773.232;2008-04-10
202095;59121;6826.129;2007-01-16
202096;23769;6052.653;2009-10-20
202097;79633;1740.704;2007-02-13
202098;33049;9214.152;2011-10-13
202099;80511;7075.487;2004-04-29
202100;38694;3075.011;2009-12-22
202101;28811;5441.553;2002-12-16
202102;50287;2932.105;2013-10-14
202103;92389;2821.277;2012-09-21
202104;26876;6476.955;2008-03-12
202105;22511;6536.971;2006-03-30
202106;65239;833.415;2003-10-29
202107;23557;8630.826;2003-08-31
202108;43855;8413.552;2005-05-21
202109;45949;8560.646;2011-09-12
202110;16159;3378.181;2007-02-23
202111;88710;4400.673;2012-05-01
202112;53407;3254.657;2005-08-22
202113;49904;8570.895;2004-04-14
202114;46134;8877.462;2012-12-12
202115;71229;3408.763;2012-02-24
202116;52832;5539.727;2006-04-09
202117;50043;5011.871;2013-03-12
202118;90866;7506.564;2009-01-25
202119;96983;5658.484;2011-12-05
202120;52283;3589.536;2009-01-30
202121;82462;2072.182;2003-10-21
202122;51035;1662.821;2010-11-21
202123;35939;5448.588;2012-12-14
202124;17517;5968.381;2007-11-30
202125;25543;3852.309;2008-04-15
202126;59363;5847.113;2003-07-14
202127;28313;5124.002;2012-02-21
202128;73258;5495.84;2008-02-22
202129;71494;2892.919;2001-06-05
202130;58077;2900.412;2010-10-19
202131;99178;7251.149;2004-02-27
202132;99970;2515.47;2006-10-07
202133;26234;8158.507;2009-11-09
202134;49092;4046.974;2003-11-13
202135;61780;3675.459;2003-01-25
202136;93048;3673.419;2001-10-28
